Cluster,Fruit,Legumes,Nuts,PUFA,Red_Meat,Sodium,Vegetables
1,103.10184253571647,31.087860045635978,14.58504428021237,0.774272367909814,11.920260996134733,2.801514036209643,55.799622246616636
2,335.0089080299221,95.02591542636692,6.779646359358861,0.8605251048792052,6.763302957446827,3.3343064243853786,40.438886646295224
3,208.0779206024009,48.41432713061518,5.429748958391782,3.0131243147179636,9.507456167353164,2.196349518349057,249.2096797068126
4,64.98327418961264,32.15751830088064,6.0033362972123845,2.150154760572291,10.674393420367661,3.1066230452856467,56.180472307754144
